Укрепление,Результат,Очки,Атакующий,,,,,,Защищающийся,,,
,,,Аврора | Красный +2 | 6 stars | 130 | 192822,992654,1107729,0,Каин | 4773,,К'арх | Красный +2 | 6 stars | 130 | 202702,870424,568473,263097,Мара | 11064
,,,Хайди | Красный +2 | 6 stars | 130 | 200401,876031,377874,0,Аксель | 7708,,Корвус | Красный +2 | 6 stars | 130 | 202376,623313,1057707,0,Альбус | 11064
,,,Август | Красный +2 | 6 stars | 130 | 137825,374016,416699,0,Альбус | 5419,,Марта | Красный +2 | 6 stars | 130 | 198186,3345,672373,616140,Оливер | 10154
,,,Дориан | Оранжевый +1 | 6 stars | 130 | 65004,1680,190687,0,Мерлин | 5798,,Себастьян | Красный +2 | 6 stars | 130 | 203138,0,0,0,Фенрис | 11064
,,,Хорус | Фиолетовый +3 | 5 stars | 130 | 171933,3278,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Маяк (Позиция 5),Поражение,0,2 718 (130-60522),,,,,,Alchemists (130-1190903),Ускорение перезарядки умений (14%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Фолио | Оранжевый +1 | 6 stars | 130 | 60522,1023,339607,105395,Аксель | 6894,,К'арх | Красный +2 | 6 stars | 130 | 202702,234751,63,2301,Мара | 11064
,,,,,,,,,Корвус | Красный +2 | 6 stars | 130 | 202376,76338,219,0,Альбус | 11064
,,,,,,,,,Марта | Красный +2 | 6 stars | 130 | 198186,16802,611,56535,Оливер | 10154
,,,,,,,,,Морриган | Красный +2 | 6 stars | 130 | 202558,11716,130,0,Аксель | 11064
,,,,,,,,,Себастьян | Красный +2 | 6 stars | 130 | 203138,0,0,0,Фенрис | 11064
,,,,,,,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Маяк (Позиция 5),Поражение,+6,Лапочка (130-671125),,,,,,Alchemists (130-1190903),Ускорение перезарядки умений (14%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Аврора | Красный +2 | 6 stars | 130 | 180363,1132469,1060949,0,Каин | 10154,,Корвус | Красный +2 | 6 stars | 130 | 202376,2049049,156635,0,Альбус | 11064
,,,Орион | Красный | 6 stars | 130 | 103220,710839,773350,436111,Бисквит | 5766,,К'арх | Красный +2 | 6 stars | 130 | 202702,232470,114594,0,Мара | 11064
,,,Каскад | Красный | 6 stars | 130 | 74033,226418,194515,0,Хорус | 5766,,Морриган | Красный +2 | 6 stars | 130 | 202558,136017,831360,382250,Аксель | 11064
,,,Дориан | Оранжевый +4 | 6 stars | 130 | 72795,66009,241945,67080,Аксель | 6622,,Марта | Красный +2 | 6 stars | 130 | 198186,22859,1050342,572049,Оливер | 10154
,,,Август | Оранжевый +3 | 6 stars | 130 | 68781,32515,200124,20063,Альбус | 11064,,Себастьян | Красный +2 | 6 stars | 130 | 203138,0,0,0,Фенрис | 11064
,,,Каин | Фиолетовый +3 | 5 stars | 130 | 171933,15169,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Маяк (Позиция 5),Поражение,0,Бесенок Ната (130-733470),,,,,,Alchemists (130-1190903),Ускорение перезарядки умений (14%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Кира | Красный +2 | 6 stars | 130 | 148433,330589,261636,0,Векс | 11064,,Корвус | Красный +2 | 6 stars | 130 | 202376,1856704,189666,0,Альбус | 11064
,,,Корвус | Оранжевый +3 | 6 stars | 130 | 112597,183053,562905,0,Альбус | 5419,,Морриган | Красный +2 | 6 stars | 130 | 202558,363085,359196,242196,Аксель | 11064
,,,Каскад | Красный | 6 stars | 130 | 105842,111772,235475,0,Мерлин | 5798,,Марта | Красный +2 | 6 stars | 130 | 198186,68577,244166,808579,Оливер | 10154
,,,Криста | Красный +2 | 6 stars | 130 | 115393,69095,263814,0,Хорус | 10154,,Себастьян | Красный +2 | 6 stars | 130 | 203138,0,0,0,Фенрис | 11064
,,,Электра фон Грейв | Красный | 6 stars | 130 | 79272,25126,964536,76609,Оливер | 5419,,К'арх | Красный +2 | 6 stars | 130 | 202702,0,0,0,Мара | 11064
,,,Хорус | Фиолетовый +3 | 5 stars | 130 | 171933,73393,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Маяк (Позиция 5),Поражение,0,Angel (130-687457),,,,,,Alchemists (130-1190903),Ускорение перезарядки умений (14%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Судья | Красный +2 | 6 stars | 130 | 165490,750228,648237,25028,Бисквит | 6057,,Корвус | Красный +2 | 6 stars | 130 | 202376,2008500,197986,0,Альбус | 11064
,,,Моджо | Красный +2 | 6 stars | 130 | 143324,525496,484027,103509,Хорус | 6894,,Морриган | Красный +2 | 6 stars | 130 | 202558,881414,795788,951766,Аксель | 11064
,,,Майя | Красный | 6 stars | 130 | 95797,474693,384011,0,Аксель | 6894,,Марта | Красный +2 | 6 stars | 130 | 198186,47931,799374,1745712,Оливер | 10154
,,,Тесак | Фиолетовый +2 | 6 stars | 130 | 54503,37483,319112,4417,Фенрис | 6894,,Себастьян | Красный +2 | 6 stars | 130 | 203138,0,0,0,Фенрис | 11064
,,,Марта | Красный | 6 stars | 130 | 110225,6267,1103477,507522,Оливер | 6894,,К'арх | Красный +2 | 6 stars | 130 | 202702,0,0,0,Мара | 11064
,,,Оливер | Фиолетовый +2 | 5 stars | 130 | 118118,0,0,408472,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Маяк (Позиция 5),Победа,+10,Алый Стервь (130-788566),,,,,,Alchemists (130-1190903),Ускорение перезарядки умений (14%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Айрис | Красный +2 | 6 stars | 130 | 158300,4892066,329301,0,Альбус | 9146,,Корвус | Красный +2 | 6 stars | 130 | 202376,1285005,1813888,0,Альбус | 11064
,,,Хайди | Красный +2 | 6 stars | 130 | 159725,1348441,320483,0,Каин | 11064,,Морриган | Красный +2 | 6 stars | 130 | 202558,260901,1960422,262686,Аксель | 11064
,,,Аврора | Красный +2 | 6 stars | 130 | 157485,1074274,709448,0,Мерлин | 9428,,Марта | Красный +2 | 6 stars | 130 | 198186,43614,4458982,1823142,Оливер | 10154
,,,Амира | Красный +2 | 6 stars | 130 | 116901,902329,184874,0,Оливер | 5787,,Себастьян | Красный +2 | 6 stars | 130 | 203138,0,0,0,Фенрис | 11064
,,,Марта | Красный | 6 stars | 130 | 80967,16182,45414,1250727,Аксель | 6664,,К'арх | Красный +2 | 6 stars | 130 | 202702,0,0,0,Мара | 11064
,,,Аксель | Фиолетовый +2 | 5 stars | 120 | 115188,0,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Маяк (Позиция 4),Победа,+35,Алый Стервь (130-1003072),,,,,,Erwin (130-1082068),Ускорение перезарядки умений (14%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Данте | Красный +2 | 6 stars | 130 | 199959,1498735,179429,0,Каин | 11064,,Кира | Красный +2 | 6 stars | 130 | 195621,388449,533792,69625,Векс | 11064
,,,Орион | Красный +2 | 6 stars | 130 | 184130,930562,60300,60300,Хорус | 9461,,Лара Крофт | Красный +2 | 6 stars | 130 | 191029,122022,493261,26698,Мара | 11064
,,,Август | Красный +2 | 6 stars | 130 | 174420,341082,60300,60300,Мерлин | 9428,,Лирия | Красный +2 | 6 stars | 130 | 173123,13659,637771,0,Фенрис | 11064
,,,Дориан | Красный +2 | 6 stars | 130 | 136677,2044,90959,2350,Аксель | 6664,,Корвус | Красный +2 | 6 stars | 130 | 188716,6371,626823,44256,Оливер | 11064
,,,Небула | Красный +2 | 6 stars | 130 | 150702,0,142646,0,,,Морриган | Красный +2 | 6 stars | 130 | 151636,3133,480776,0,
,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 157184,0,0,0,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Маяк (Позиция 3),Поражение,+1,Алый Стервь (130-734948),,,,,,monologue (130-1181382),Ускорение перезарядки умений (14%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Джу | Оранжевый +4 | 6 stars | 130 | 93457,267292,412580,0,Векс | 4143,,Лара Крофт | Красный +2 | 6 stars | 130 | 222609,1696043,0,9412,Векс | 11064
,,,Лирия | Красный +1 | 6 stars | 130 | 129073,119001,805352,57870,Оливер | 5787,,Лирия | Красный +2 | 6 stars | 130 | 185874,304866,9412,0,Фенрис | 7804
,,,Исмаил | Красный +2 | 6 stars | 130 | 166967,43260,414321,0,Фенрис | 5264,,Себастьян | Красный +2 | 6 stars | 130 | 198872,121789,99129,0,Альбус | 11064
,,,Айзек | Красный +1 | 6 stars | 130 | 100865,36984,276587,0,Аксель | 6664,,Корвус | Красный +2 | 6 stars | 130 | 199379,115166,184292,0,Оливер | 11064
,,,Себастьян | Красный +2 | 6 stars | 130 | 129398,25338,362617,0,Альбус | 9146,,Эйден | Красный +2 | 6 stars | 130 | 192705,18843,184292,68761,Хорус | 11064
,,,Аксель | Фиолетовый +2 | 5 stars | 120 | 115188,0,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Маяк (Позиция 3),Поражение,0,Виларт (130-923459),,,,,,monologue (130-1181382),Ускорение перезарядки умений (14%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Джу | Красный +2 | 6 stars | 130 | 174480,253042,789340,0,Векс | 9498,,Лара Крофт | Красный +2 | 6 stars | 130 | 222609,1474428,22483,383513,Векс | 11064
,,,Орион | Красный +2 | 6 stars | 130 | 162932,92408,367353,0,Хорус | 9244,,Лирия | Красный +2 | 6 stars | 130 | 185874,384386,36459,0,Фенрис | 7804
,,,Айзек | Красный +2 | 6 stars | 130 | 131107,7908,382311,0,Оливер | 6066,,Себастьян | Красный +2 | 6 stars | 130 | 198872,197687,19840,0,Альбус | 11064
,,,Амира | Красный +2 | 6 stars | 130 | 162932,4112,316531,0,Аксель | 11064,,Корвус | Красный +2 | 6 stars | 130 | 199379,62727,135136,0,Оливер | 11064
,,,Джет | Красный +2 | 6 stars | 130 | 131702,2844,310105,0,Каин | 3943,,Эйден | Красный +2 | 6 stars | 130 | 192705,35152,135136,40316,Хорус | 11064
,,,Хорус | Фиолетовый +3 | 5 stars | 130 | 160306,0,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Маяк (Позиция 3),Поражение,0,NNZ (130-730214),,,,,,monologue (130-1181382),Ускорение перезарядки умений (14%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Джу | Красный | 6 stars | 130 | 88441,398006,403730,0,Альбус | 8700,,Лара Крофт | Красный +2 | 6 stars | 130 | 222609,1336800,88755,88755,Векс | 11064
,,,Черепашки-ниндзя | Красный +2 | 4 stars | 130 | 169073,107358,464374,0,Оливер | 5884,,Себастьян | Красный +2 | 6 stars | 130 | 198872,507721,18603,0,Альбус | 11064
,,,Лирия | Красный +2 | 6 stars | 130 | 122633,5096,800949,0,Фенрис | 3867,,Лирия | Красный +2 | 6 stars | 130 | 185874,397164,0,0,Фенрис | 7804
,,,Аврора | Красный +2 | 6 stars | 130 | 130348,2674,693794,0,Каин | 8612,,Корвус | Красный +2 | 6 stars | 130 | 199379,229999,192048,0,Оливер | 11064
,,,Тея | Оранжевый +4 | 5 stars | 130 | 58699,628,163767,0,Аксель | 3583,,Эйден | Красный +2 | 6 stars | 130 | 192705,32622,192048,86416,Хорус | 11064
,,,Альбус | Фиолетовый +3 | 5 stars | 130 | 161020,0,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Маяк (Позиция 3),Поражение,0,NNZ (130-539528),,,,,,monologue (130-1181382),Ускорение перезарядки умений (14%),,,
