Укрепление,Результат,Очки,Атакующий,,,,,,Защищающийся,,,
,,,Лара Крофт | Красный +2 | 4 stars | 130 | 201771,323201,566942,0,Векс | 11064,,Джу | Красный +2 | 6 stars | 130 | 193569,1450984,483716,75932,Векс | 11064
,,,Исмаил | Красный +2 | 6 stars | 130 | 203396,113281,592578,44256,Оливер | 11064,,Марта | Красный +2 | 6 stars | 130 | 184160,6488,153068,41056,Аксель | 11064
,,,Фобос | Красный +2 | 6 stars | 130 | 146333,7214,432093,0,Мерлин | 11064,,Айзек | Красный +2 | 6 stars | 130 | 168168,0,0,0,Оливер | 6894
,,,Марта | Красный +2 | 6 stars | 130 | 200048,0,914917,0,Аксель | 11064,,Небула | Красный +2 | 6 stars | 130 | 186562,0,68804,0,Каин | 8518
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Цитадель (Позиция 8),Победа,+35,Hal Ulala (130-1009469),,,,,,Старый (130-1063040),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Лара Крофт | Красный +2 | 5 stars | 130 | 177353,3380734,986241,1171848,Векс | 11064,,Лара Крофт | Красный +2 | 5 stars | 130 | 188261,1378715,495799,571238,Векс | 9018
,,,Лирия | Красный +2 | 6 stars | 130 | 174802,739768,1178143,3157,Бисквит | 11064,,Себастьян | Красный +2 | 6 stars | 130 | 170699,1320820,536369,0,
,,,Исмаил | Красный +2 | 6 stars | 130 | 192876,377942,863004,330977,Оливер | 11064,,Тристан | Красный +2 | 6 stars | 130 | 180582,693537,1054986,0,Фенрис | 7778
,,,Себастьян | Красный +2 | 6 stars | 130 | 168963,206181,544129,46467,Альбус | 11064,,Галахад | Красный +2 | 6 stars | 130 | 189885,422935,1468739,219532,Оливер | 11064
,,,Дориан | Красный | 6 stars | 130 | 113532,39624,472492,76414,Мерлин | 11064,,Лирия | Красный +2 | 6 stars | 130 | 178918,228002,1367481,39857,Бисквит | 4767
,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,179125,0,0,,,Аксель | Фиолетовый +3 | 5 stars | 130 | 154695,0,0,0,

Цитадель,Укрепление захвачено,+410
Инженериум (Позиция 2),Поражение,0,Hal Ulala (130-1100735),,,,,,Kamul27rus (130-1061312),Ускорение набора энергии (16%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Хайди | Красный +2 | 6 stars | 130 | 180405,744005,279310,0,Альбус | 11064,,Себастьян | Красный +2 | 6 stars | 130 | 194598,1546395,12404,0,Альбус | 10154
,,,Амира | Красный +2 | 6 stars | 130 | 185485,108051,487146,0,Бисквит | 11064,,Лара Крофт | Красный +2 | 6 stars | 130 | 197906,1065865,329132,410920,Фенрис | 6484
,,,Аврора | Красный +2 | 6 stars | 130 | 182562,70469,1390490,121704,Оливер | 11064,,Лирия | Красный +2 | 6 stars | 130 | 177254,815747,220400,216073,Оливер | 6894
,,,Небула | Красный +2 | 6 stars | 130 | 189082,16911,533645,65137,Каин | 11064,,Небула | Красный +2 | 6 stars | 130 | 193963,217013,100503,121325,Каин | 8108
,,,Астарот | Красный +2 | 6 stars | 130 | 181258,8626,992515,164501,Аксель | 11064,,Тея | Красный +2 | 6 stars | 130 | 178371,38086,399724,914149,Мерлин | 8108
,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,114101,0,0,,,Оливер | Фиолетовый +2 | 5 stars | 130 | 119220,0,0,164628,

Инженериум (Позиция 5),Победа,+9,Hal Ulala (130-969745),,,,,,Бальдр (130-1114338),Ускорение набора энергии (16%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Орион | Красный +2 | 6 stars | 130 | 142834,714373,0,0,Мерлин | 11064,,Джу | Красный +2 | 6 stars | 130 | 193569,166240,1,0,Векс | 11064
,,,Данте | Красный +2 | 6 stars | 130 | 203935,112649,0,0,Каин | 11064,,Марта | Красный +2 | 6 stars | 130 | 184160,10164,880204,160092,Аксель | 11064
,,,Корвус | Красный +2 | 6 stars | 130 | 172298,72852,356118,0,Альбус | 11064,,Айзек | Красный +2 | 6 stars | 130 | 168168,0,0,0,Оливер | 6894
,,,Эйден | Красный +2 | 6 stars | 130 | 137628,46648,356118,94945,Хорус | 11064,,Небула | Красный +2 | 6 stars | 130 | 186562,0,0,0,Каин | 8518
,,,Сорвиголова | Красный +1 | 6 stars | 130 | 131107,27188,0,0,Мара | 11064,,Себастьян | Красный +2 | 6 stars | 130 | 199936,0,98857,0,Альбус | 11064
,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,5352,0,0,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,535832,0,0,

Инженериум (Позиция 2),Поражение,0,BRJ (130-1130027),,,,,,Kamul27rus (130-1061312),Ускорение набора энергии (16%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,К'арх | Красный +2 | 6 stars | 130 | 205007,360903,429412,0,Фенрис | 8123,,Лара Крофт | Красный +2 | 6 stars | 130 | 197906,2111585,143228,571234,Фенрис | 6484
,,,Айрис | Красный +2 | 6 stars | 130 | 194797,319188,457690,0,Альбус | 11064,,Лирия | Красный +2 | 6 stars | 130 | 177254,542705,308213,0,Оливер | 6894
,,,Аврора | Красный +2 | 6 stars | 130 | 191131,127431,1182343,0,Аксель | 11064,,Себастьян | Красный +2 | 6 stars | 130 | 194598,148884,126553,0,Альбус | 10154
,,,Ясмин | Красный +2 | 6 stars | 130 | 204123,54385,410325,0,Каин | 9692,,Небула | Красный +2 | 6 stars | 130 | 193963,91468,217081,0,Каин | 8108
,,,Селеста | Красный +2 | 6 stars | 130 | 153026,15035,492799,203050,Хорус | 11064,,Тея | Красный +2 | 6 stars | 130 | 178371,77927,81867,0,Мерлин | 8108
,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Оливер | Фиолетовый +2 | 5 stars | 130 | 119220,0,0,102318,

Маяк (Позиция 2),Поражение,+18,BRJ (130-1040355),,,,,,Оди (130-1009605),Ускорение перезарядки умений (16%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Джу | Красный +2 | 6 stars | 130 | 161502,808000,767930,0,Альбус | 11064,,Каскад | Красный +2 | 6 stars | 130 | 163233,2401454,542567,0,
,,,Айзек | Красный +2 | 6 stars | 130 | 187534,791678,412687,0,Аксель | 11064,,Айзек | Красный +2 | 6 stars | 130 | 163545,323352,522317,0,
,,,Данте | Красный +2 | 6 stars | 130 | 196161,672914,439332,0,Фенрис | 8123,,Марта | Красный +2 | 6 stars | 130 | 148888,44402,263382,799253,
,,,Орион | Красный +2 | 6 stars | 130 | 156034,384985,350548,0,Хорус | 11064,,Руфус | Красный +2 | 6 stars | 130 | 174845,2747,1145081,0,
,,,Марта | Красный +2 | 6 stars | 130 | 157181,7295,1635809,917802,Оливер | 10112,,Фафнир | Красный +2 | 6 stars | 130 | 177151,0,87875,0,
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,730701,0,0,

Маяк (Позиция 2),Победа,+17,BRJ (130-939778),,,,,,Оди (130-1009605),Ускорение перезарядки умений (16%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Кира | Красный +2 | 6 stars | 130 | 143738,646584,352546,52882,Фенрис | 8123,,Каскад | Красный +2 | 6 stars | 130 | 163233,2504310,212004,0,
,,,Арахна | Красный +2 | 6 stars | 130 | 186560,357088,605245,278310,Альбус | 11064,,Марта | Красный +2 | 6 stars | 130 | 148888,30792,794519,150924,
,,,Фолио | Красный +2 | 6 stars | 130 | 139786,256868,1130645,0,Хорус | 11064,,Руфус | Красный +2 | 6 stars | 130 | 174845,0,0,0,
,,,Себастьян | Красный +2 | 6 stars | 130 | 134518,73933,361678,101120,Оливер | 10112,,Фафнир | Красный +2 | 6 stars | 130 | 177151,0,867453,0,
,,,Астарот | Красный +2 | 6 stars | 130 | 153233,11519,815689,131596,Аксель | 11064,,Айзек | Красный +2 | 6 stars | 130 | 163545,0,0,0,
,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,527984,0,0,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,730701,0,0,

